index,M,T,r,q,sig,bsPrice
GBM-4319,1.01984,0.603029,0.0188537,0.00530031,0.234659,8.58746
GBM-4320,1.11642,0.696616,0.0188741,0.00992314,0.173818,12.5346
GBM-4321,0.988486,2.17845,0.0151197,0.00903055,0.147849,8.59478
GBM-4322,1.02407,0.0186155,0.0298034,0.0243009,0.123117,2.4176
GBM-4323,1.13106,0.895646,0.0293219,0.00521663,0.288694,18.1647
GBM-4324,1.18649,1.12346,0.0297617,0.0212922,0.331197,22.136
GBM-4325,0.963308,2.36246,0.0200441,0.0177931,0.188279,9.7171
GBM-4326,1.02766,2.71696,0.013728,0.0248988,0.105442,6.33966
GBM-4327,1.08065,0.582228,0.0250347,0.0131556,0.146018,9.40849
GBM-4328,0.866511,1.91799,0.0121282,0.0126079,0.209686,6.02586
GBM-4329,0.832197,2.45685,0.0103733,0.0221143,0.128272,1.57568
GBM-4330,0.944095,1.57178,0.028783,0.00856861,0.23973,10.6956
GBM-4331,0.884213,1.22575,0.0255307,0.00786686,0.174552,3.82196
GBM-4332,1.15282,2.18761,0.0233656,0.0229069,0.143032,15.4647
GBM-4333,1.05824,1.97348,0.0181718,0.00488818,0.284197,19.3019
GBM-4334,1.19951,1.85149,0.0113072,0.0148991,0.480723,31.5421
GBM-4335,0.812943,2.52652,0.0276905,0.00547428,0.442535,21.934
GBM-4336,1.10425,2.79565,0.022537,0.0137743,0.427819,31.2787
GBM-4337,0.844767,2.93999,0.0168477,0.0149224,0.0614614,0.287539
GBM-4338,0.827482,2.22479,0.0148631,0.0218218,0.19557,4.35564
GBM-4339,1.14914,2.93966,0.0200018,0.000847067,0.299771,28.5669
GBM-4340,1.0649,1.39605,0.0125306,0.0183875,0.178068,10.8089
GBM-4341,0.88644,0.0367364,0.0229012,0.0147575,0.336395,0.0827934
GBM-4342,1.01029,2.42954,0.0263964,0.0219751,0.12306,8.19483
GBM-4343,1.08223,1.84829,0.0123323,0.0282755,0.450775,24.6583
GBM-4344,0.998644,1.52667,0.0278658,0.0169523,0.164438,8.58714
GBM-4345,0.848388,0.466624,0.014688,0.017183,0.277571,2.14869
GBM-4346,1.01598,2.33168,0.027388,0.0293025,0.1632,9.74704
GBM-4347,1.15383,2.67847,0.0153777,0.00496782,0.112106,17.0773
GBM-4348,1.03592,2.73188,0.0280659,0.0207195,0.379543,25.2706
GBM-4349,0.819692,1.18273,0.0192831,0.000571168,0.49434,14.777
GBM-4350,1.04769,1.11683,0.0254869,0.0133427,0.0648893,6.4377
GBM-4351,0.839574,2.37979,0.0248966,0.0104312,0.465957,22.6284
GBM-4352,1.0164,2.29546,0.0227722,0.00277005,0.442654,28.4092
GBM-4353,0.87422,1.66881,0.0159509,0.024679,0.4896,18.7065
GBM-4354,1.02818,1.04467,0.028984,0.00525371,0.18641,10.1788
GBM-4355,1.10972,1.46063,0.0183267,0.00944032,0.402566,23.8635
GBM-4356,1.17854,1.33879,0.028936,0.0260806,0.149157,16.2802
GBM-4357,0.954963,0.427592,0.0154946,0.0114277,0.139169,1.86703
GBM-4358,0.947978,2.01927,0.0154295,0.0211287,0.491839,23.9599
GBM-4359,0.871516,2.73173,0.0113619,0.0151215,0.299639,13.4943
GBM-4360,1.0967,1.81636,0.0103125,0.0181732,0.167134,12.4753
GBM-4361,1.12959,2.05433,0.0293329,0.0122159,0.380845,27.3156
GBM-4362,1.08064,1.7451,0.0151799,0.0291011,0.232119,13.9145
GBM-4363,1.18257,1.88734,0.0141072,0.0136669,0.338515,25.1375
GBM-4364,1.08983,0.0333354,0.0213223,0.0209205,0.212409,8.25541
GBM-4365,1.11323,0.279259,0.013029,0.0134736,0.216258,11.1321
GBM-4366,1.0205,2.3163,0.0214532,0.019718,0.356927,21.3735
GBM-4367,0.960289,2.89197,0.0289017,0.000990289,0.406858,28.4601
GBM-4368,0.906448,2.05675,0.0205609,0.0255104,0.406499,17.9585
GBM-4369,1.14125,1.78089,0.0102952,0.00243764,0.34043,24.282
GBM-4370,0.888168,1.76842,0.0117139,0.00945011,0.169915,4.58783
GBM-4371,1.07599,1.26876,0.0111245,0.0282162,0.341198,16.8844
GBM-4372,1.16185,0.55745,0.0250146,0.0158989,0.0876207,14.2579
GBM-4373,0.836756,1.127,0.0260134,0.025697,0.20449,2.66828
GBM-4374,0.805714,0.320838,0.0180941,0.0251643,0.445433,2.97242
GBM-4375,1.18743,2.58469,0.014302,0.00617782,0.0604846,17.334
GBM-4376,1.03486,0.695965,0.0259214,0.0154155,0.186186,8.22732
GBM-4377,0.961692,2.69873,0.0289602,0.00650218,0.382483,25.0344
GBM-4378,1.15373,2.06185,0.0135383,0.012645,0.114629,14.6874
GBM-4379,1.12164,1.30237,0.0219398,0.0174135,0.336553,20.2761
GBM-4380,0.973552,0.63919,0.0159993,0.0165507,0.176426,4.38196
GBM-4381,1.14847,2.35449,0.0261367,0.0154941,0.183438,18.8704
GBM-4382,1.09957,0.0195009,0.0291387,0.00568809,0.345401,9.13705
GBM-4383,1.16629,1.52912,0.0225193,0.0174356,0.490184,29.4578
GBM-4384,0.948801,0.736768,0.0238599,0.00625101,0.0598404,0.659864
GBM-4385,1.01059,1.67149,0.016184,0.0223223,0.375135,18.4696
GBM-4386,0.970411,0.781337,0.0243605,0.0252571,0.451093,14.2515
GBM-4387,0.951789,2.33755,0.0253128,0.00316584,0.325089,19.5758
GBM-4388,0.904849,1.54006,0.0100307,0.0233403,0.0550594,0.109501
GBM-4389,1.18509,1.10719,0.0239004,0.00577374,0.338054,23.1639
GBM-4390,1.00592,1.15796,0.0201938,0.0109712,0.249126,11.2737
GBM-4391,0.854869,1.42466,0.0223778,0.0196619,0.153505,2.16828
GBM-4392,1.12338,2.09726,0.0263544,0.0125562,0.221029,19.29
GBM-4393,1.09988,0.121658,0.0108322,0.0101409,0.164909,9.18836
GBM-4394,1.09402,2.66935,0.0121233,0.00934726,0.341077,25.2362
GBM-4395,0.959378,2.01866,0.0274874,0.0163052,0.361093,18.8665
GBM-4396,1.18447,1.49048,0.0272528,0.0109494,0.146576,18.4496
GBM-4397,0.809252,2.22466,0.0197474,0.00764195,0.172908,3.84692
GBM-4398,0.995304,0.544808,0.0266085,0.0293008,0.170691,4.65988
GBM-4399,1.07505,0.322676,0.0242882,0.00279846,0.40644,13.1539
GBM-4400,1.04878,0.825779,0.0105418,0.00801136,0.15363,8.14138
GBM-4401,0.983898,2.76499,0.0223351,0.0233533,0.174619,10.0473
GBM-4402,0.953487,0.378902,0.0126298,0.0295495,0.315653,5.42137
GBM-4403,1.14189,0.704223,0.0124203,0.0258775,0.244022,14.554
GBM-4404,1.00814,1.39085,0.0296684,0.00896716,0.365673,18.4036
GBM-4405,0.820263,1.16296,0.0214251,0.00234484,0.346691,8.35542
GBM-4406,0.825975,1.18872,0.0113171,0.024975,0.434891,10.9678
GBM-4407,0.904411,0.296036,0.0153818,0.018355,0.0918639,0.041199
GBM-4408,1.02823,1.60281,0.0106063,0.0156564,0.147869,8.19471
GBM-4409,0.920824,2.20574,0.0165975,0.00520004,0.155503,6.72456
GBM-4410,0.962736,2.25361,0.0282067,0.00116369,0.472741,28.4885
GBM-4411,1.15806,2.67162,0.0271034,0.0260773,0.212086,19.4992
GBM-4412,1.0996,1.14133,0.0145735,0.00988413,0.2375,14.9522
GBM-4413,1.15986,1.39557,0.0192066,0.022985,0.48879,27.598
GBM-4414,0.933724,2.18786,0.0107602,0.0254867,0.262491,10.8216
GBM-4415,0.919377,2.74661,0.0210117,0.0202934,0.0629872,1.26552
GBM-4416,0.823702,2.68193,0.023629,0.0045898,0.210746,8.20301
GBM-4417,1.06811,1.29234,0.0172772,0.0117579,0.126662,9.6071
GBM-4418,0.900299,0.98067,0.0286934,0.0295619,0.314036,7.97
GBM-4419,0.982017,2.63542,0.0256479,0.0219831,0.343695,20.4254
GBM-4420,0.878458,1.84097,0.0108661,0.0245193,0.290379,9.39191
GBM-4421,1.14989,1.05527,0.0182635,0.00801583,0.38131,22.2757
GBM-4422,0.828112,0.639429,0.0227419,0.0195377,0.362587,4.90889
GBM-4423,1.11502,1.60472,0.0252972,0.00126314,0.344543,23.7902
GBM-4424,1.14422,1.05785,0.0280674,0.0287206,0.16469,14.0403
GBM-4425,1.01049,1.13031,0.0174859,0.0234692,0.142521,6.05055
GBM-4426,1.02101,0.525364,0.025085,0.019185,0.0915453,3.9236
GBM-4427,1.06847,0.973652,0.0212785,0.025611,0.10549,7.53493
GBM-4428,1.00006,2.9141,0.0124319,0.0184436,0.375275,23.1956
GBM-4429,1.05767,1.89983,0.0150988,0.0231664,0.31389,18.0421
GBM-4430,0.803362,0.780737,0.016962,0.0153558,0.418125,6.92287
GBM-4431,0.821507,1.99694,0.0101087,0.0105723,0.485749,19.6231
GBM-4432,1.09597,2.51289,0.0175199,0.0108008,0.485025,32.9003
GBM-4433,1.07837,1.61176,0.0141514,0.019913,0.459011,24.723
GBM-4434,0.841365,0.164236,0.0278778,0.0195175,0.205593,0.0658742
GBM-4435,0.883462,2.57297,0.0192853,0.0258283,0.44587,21.563
GBM-4436,0.923754,2.53678,0.0182521,0.0184027,0.407901,21.5411
GBM-4437,0.877836,1.45681,0.0295823,0.000829101,0.270433,9.42003
GBM-4438,1.16454,0.521597,0.0224114,0.0274211,0.137979,13.9727
GBM-4439,1.16915,2.68668,0.0170155,0.0143033,0.134443,17.1087
GBM-4440,1.14697,2.5645,0.0288442,0.0226564,0.442541,31.5073
GBM-4441,1.19456,0.815403,0.0263595,0.0204255,0.0694975,16.4182
GBM-4442,0.883442,0.0907897,0.0274802,0.0144461,0.129536,0.000940642
GBM-4443,1.02785,2.47846,0.0153906,0.0298349,0.265016,15.0257
GBM-4444,1.04185,2.86516,0.0212394,0.00108292,0.358803,27.6463
GBM-4445,0.985068,0.334447,0.0249354,0.0295213,0.416624,8.769
GBM-4446,0.801448,2.49118,0.0218289,0.0122809,0.131144,2.00553
GBM-4447,1.05616,0.526039,0.0207775,0.0268159,0.131179,6.6405
GBM-4448,1.18003,2.12431,0.0206698,0.0122082,0.252458,22.7637
GBM-4449,1.03212,0.464756,0.0251043,0.0260248,0.481601,14.2586
GBM-4450,1.12718,0.871319,0.0199246,0.00493407,0.153105,13.6465
GBM-4451,1.13932,1.28456,0.0242142,0.028184,0.324117,19.6603
GBM-4452,1.18051,2.91944,0.0112426,0.00547482,0.129473,18.7119
GBM-4453,0.885164,1.13628,0.0272256,0.0154461,0.234806,5.66422
GBM-4454,0.920274,1.79528,0.0249048,0.0067978,0.208961,8.90348
GBM-4455,0.806434,1.01018,0.0195192,0.0126807,0.106883,0.117572
GBM-4456,1.00128,0.905005,0.0193485,0.0296434,0.160117,5.54949
GBM-4457,1.10354,0.167171,0.0171664,0.00821859,0.198197,9.90718
GBM-4458,1.19799,2.0653,0.020641,0.00553828,0.378934,30.0197
GBM-4459,0.92396,1.52265,0.0167009,0.00205016,0.304491,12.5494
GBM-4460,1.18335,1.10682,0.0226448,0.00122138,0.165452,18.5244
GBM-4461,0.806735,2.96985,0.0274974,0.027309,0.242063,8.1997
GBM-4462,0.936832,1.01361,0.0248666,0.00363126,0.21005,6.53287
GBM-4463,1.08257,2.76769,0.0259433,0.0275303,0.223035,16.7556
GBM-4464,1.06138,1.69498,0.0119659,0.000833331,0.436797,25.4755
GBM-4465,0.979601,1.12642,0.0208423,0.00927744,0.290202,11.7849
GBM-4466,0.911984,0.812482,0.0186744,0.0159174,0.266307,5.91226
GBM-4467,1.13369,2.59853,0.0264825,0.00248756,0.327044,28.5502
GBM-4468,0.9126,0.478694,0.0288474,0.0132268,0.102478,0.425356
GBM-4469,1.19902,2.19947,0.0131526,0.00831935,0.400882,30.5744
GBM-4470,0.826847,0.0789078,0.0143759,0.0086233,0.0770684,2.54576e-19
GBM-4471,1.19035,1.56859,0.0111458,0.0256032,0.391169,24.8397
GBM-4472,0.919524,0.312212,0.0102103,0.0206436,0.156496,0.760381
GBM-4473,1.00379,2.51151,0.0236917,0.0242851,0.186216,11.1321
GBM-4474,1.01075,1.01504,0.0250691,0.00854739,0.29085,12.784
GBM-4475,0.993919,0.00951288,0.0285245,0.00283304,0.124735,0.248465
GBM-4476,0.90384,0.348115,0.0184212,0.0233054,0.24846,2.17918
GBM-4477,0.911245,0.709294,0.0213258,0.0182914,0.259568,5.07068
GBM-4478,0.858711,2.68922,0.0212274,0.0293837,0.367762,16.1502
GBM-4479,0.818966,2.72715,0.0172496,0.00652039,0.47357,24.267
GBM-4480,1.1549,0.0245347,0.0139128,0.00385062,0.159854,13.4325
GBM-4481,1.17223,0.255523,0.0299031,0.016984,0.0623704,14.9087
GBM-4482,0.80777,1.44921,0.0166078,0.0261548,0.412015,11.1166
GBM-4483,1.141,0.308383,0.0206417,0.0216926,0.466431,16.9329
GBM-4484,0.889154,0.0397087,0.0163856,0.00351706,0.219319,0.0053011
GBM-4485,1.15499,2.99613,0.0161512,0.0040245,0.347544,30.5114
GBM-4486,1.17022,1.96595,0.0139149,0.0261811,0.283046,20.6956
GBM-4487,0.800154,1.45408,0.0237959,0.0122563,0.220368,3.61038
GBM-4488,0.826554,2.23484,0.0223546,0.00595081,0.430205,19.4928
GBM-4489,0.895926,1.70622,0.0122953,0.0249563,0.217073,6.04068
GBM-4490,0.80093,0.230422,0.0136804,0.0242613,0.484326,2.29139
GBM-4491,1.03625,1.84681,0.0266056,0.0164108,0.449611,25.3256
GBM-4492,0.815113,0.0265064,0.0151325,0.0026917,0.490623,0.0149131
GBM-4493,1.11443,1.26917,0.0171263,0.0174329,0.27286,17.0268
GBM-4494,1.03676,0.447806,0.02332,0.0141667,0.335859,10.8119
GBM-4495,1.00504,0.81298,0.0145245,0.00402466,0.386996,14.3937
GBM-4496,0.96474,2.83725,0.0298904,0.0279389,0.184408,10.2084
GBM-4497,1.19767,0.383187,0.0133627,0.0251509,0.215991,16.5055
GBM-4498,1.02743,0.65837,0.0278903,0.00226789,0.29591,11.6374
GBM-4499,0.982086,2.41052,0.0127377,0.0179587,0.0721219,3.01298
GBM-4500,0.8921,2.37662,0.0286727,0.0171065,0.329601,16.0663
GBM-4501,1.11253,2.44666,0.0271015,0.00852199,0.185886,18.8253
GBM-4502,0.872089,0.0218177,0.0290821,0.0203698,0.436534,0.0422564
GBM-4503,1.04132,2.19872,0.0291421,0.00314659,0.421179,28.1078
GBM-4504,0.848084,1.17227,0.0251613,0.0234989,0.438126,12.3838
GBM-4505,0.833885,2.27879,0.0124654,0.0244416,0.0605214,0.0364444
GBM-4506,1.18523,1.48667,0.0200189,0.0125278,0.280555,22.0068
GBM-4507,1.18476,2.01817,0.0123458,0.00839881,0.181764,19.3658
GBM-4508,0.893621,2.16409,0.0240304,0.0132161,0.0829811,1.68308
GBM-4509,1.12239,0.582627,0.0298402,0.0220729,0.486516,20.0021
GBM-4510,0.956236,1.98812,0.0203324,0.0240156,0.20456,8.8576
GBM-4511,1.05551,2.56885,0.0167568,0.00346197,0.280115,21.3625
GBM-4512,1.00926,2.26879,0.0106078,0.0235009,0.0519489,2.12699
GBM-4513,1.11613,2.39408,0.0276854,0.0267247,0.0832416,11.1608
GBM-4514,1.01495,1.3904,0.0190015,0.0131294,0.296573,14.6195
GBM-4515,0.885402,1.08693,0.0103071,0.00195615,0.456132,14.4674
GBM-4516,1.02938,2.54421,0.0125577,0.0116633,0.135291,9.7908
GBM-4517,1.00434,2.82157,0.0104882,0.00762761,0.159819,11.0003
GBM-4518,1.04333,0.511101,0.0248557,6.89017e-05,0.320464,11.8092
GBM-4519,1.00871,1.30907,0.0134614,0.0234585,0.159704,6.86249
GBM-4520,0.930809,0.794299,0.0185951,0.0260619,0.384146,10.2482
GBM-4521,1.18573,1.01343,0.0246763,0.00579862,0.311343,21.8745
GBM-4522,1.15382,2.42859,0.0194136,0.0203903,0.186601,17.6955
GBM-4523,1.15574,1.38953,0.0209764,0.00088083,0.261734,20.8953
GBM-4524,0.810815,1.23774,0.0108775,0.0126404,0.298599,5.72056
GBM-4525,1.15143,1.07201,0.0167072,0.0121556,0.487624,25.7785
GBM-4526,1.10448,1.93629,0.0261607,0.0187087,0.168181,14.6675
GBM-4527,1.17618,0.857428,0.0213754,0.00833861,0.305338,20.0352
GBM-4528,1.03895,0.802699,0.0210607,0.0258324,0.116405,5.87535
GBM-4529,0.858317,1.06819,0.0283996,0.00325725,0.417972,12.2524
GBM-4530,0.94403,2.37919,0.0175587,0.0276836,0.171656,6.7782
GBM-4531,1.08516,2.49688,0.0223122,0.0163645,0.477604,31.5599
GBM-4532,1.02042,1.82119,0.0117462,0.0125635,0.28218,15.5464
GBM-4533,1.07322,0.619432,0.0191145,0.0114373,0.298006,12.9952
GBM-4534,1.0979,0.0712692,0.0173522,0.0114178,0.329315,9.56134
GBM-4535,0.838705,0.889005,0.0242722,0.0199594,0.471509,11.0526
GBM-4536,1.15204,1.94794,0.0132755,0.0163935,0.13223,14.517
GBM-4537,0.873445,2.94603,0.0147126,0.00675066,0.476248,27.4307
GBM-4538,1.15463,1.74063,0.013731,0.0106041,0.39785,26.4597
GBM-4539,1.12596,2.8969,0.0224293,0.0294505,0.112231,11.8172
GBM-4540,0.907596,2.80243,0.023594,0.0203887,0.235228,11.4551
GBM-4541,0.821518,0.442344,0.0105577,0.0203515,0.305551,1.88919
GBM-4542,1.01612,2.74676,0.0169938,0.006323,0.209605,15.5397
GBM-4543,0.82893,1.68129,0.0158042,0.0178946,0.122119,0.932807
GBM-4544,1.0202,0.943151,0.0191996,0.0264355,0.075227,3.50768
GBM-4545,0.880609,2.91844,0.0188642,0.000663299,0.321058,18.761
GBM-4546,1.09066,2.21544,0.0254066,0.0292138,0.285709,18.9732
GBM-4547,0.993601,1.91344,0.0215842,0.0240155,0.174156,8.6859
GBM-4548,0.829219,2.14718,0.0262251,0.0220752,0.15652,2.978
GBM-4549,0.954795,0.354041,0.0232904,0.0173878,0.153903,1.89065
GBM-4550,1.06751,0.225473,0.0184648,0.0106959,0.127446,6.86615
GBM-4551,1.00189,0.01691,0.0184553,0.0116583,0.226185,1.27482
GBM-4552,0.921871,2.17939,0.0211419,0.00319318,0.46687,25.2596
GBM-4553,1.05622,1.69814,0.0261088,0.000311281,0.225412,16.4253
GBM-4554,0.982071,0.554511,0.0152653,0.0197803,0.319085,8.45735
GBM-4555,0.815829,0.236292,0.0123407,0.00100657,0.461449,2.50108
GBM-4556,0.866061,2.12625,0.0190429,0.00666284,0.385952,17.5538
GBM-4557,0.9698,1.76308,0.0124922,0.00987195,0.316908,15.3274
GBM-4558,1.0824,1.8922,0.0192612,0.0197616,0.105846,9.76111
GBM-4559,1.112,1.03029,0.0155427,0.0248351,0.245035,14.3709
GBM-4560,0.937284,0.944555,0.0167488,0.0104402,0.486409,16.2077
GBM-4561,0.960602,0.347683,0.0299021,0.0223674,0.476641,9.50171
GBM-4562,1.03177,0.930653,0.0169877,0.00287811,0.235261,11.1483
GBM-4563,0.912507,0.8127,0.0231082,0.0134332,0.372142,9.85589
GBM-4564,1.06447,0.899776,0.012683,0.021014,0.373591,16.2156
GBM-4565,1.10846,2.35528,0.0146633,0.0245147,0.489281,30.3275
GBM-4566,1.06777,0.125542,0.0265622,0.000750507,0.256509,7.78614
GBM-4567,1.14671,0.0981853,0.0172384,0.0246321,0.376306,13.3752
GBM-4568,0.872906,0.985693,0.0122508,0.0144277,0.434413,11.6829
GBM-4569,0.952966,0.763416,0.0136366,0.00119751,0.448932,13.9467
GBM-4570,1.06904,1.45124,0.024381,0.00171932,0.150417,12.5982
GBM-4571,0.988691,1.01852,0.0155291,0.0120612,0.0955054,3.43558
GBM-4572,1.03091,1.20192,0.0123974,0.0192689,0.0788633,4.51327
GBM-4573,0.805081,1.49861,0.0197879,0.00682893,0.406556,12.4086
GBM-4574,1.18439,0.421692,0.0134753,0.0146005,0.371472,18.5707
GBM-4575,1.04889,2.78199,0.0100887,0.0149641,0.214416,15.0561
GBM-4576,1.1082,2.26889,0.0225806,0.00326338,0.164942,17.4458
GBM-4577,1.17556,0.494582,0.0114486,0.0100055,0.246229,16.4044
GBM-4578,1.16778,0.370594,0.0204797,0.0178784,0.0892685,14.3574
GBM-4579,1.0537,1.9272,0.0256629,0.0084478,0.38155,23.9879
GBM-4580,0.814627,1.83341,0.0226015,0.0190064,0.0558261,0.0108849
GBM-4581,1.03933,0.74071,0.0261321,0.0194624,0.277461,11.4185
GBM-4582,0.959653,0.716534,0.0136622,0.0159106,0.333732,9.31586
GBM-4583,0.832971,1.01951,0.0261805,0.00918025,0.0868358,0.107873
GBM-4584,1.11066,0.0600507,0.0186823,0.00420367,0.0664704,10.0389
GBM-4585,0.860855,2.97816,0.01954,0.0279862,0.423063,20.7062
GBM-4586,0.987967,2.75341,0.0231247,0.0114714,0.351495,22.9804
GBM-4587,1.00543,1.92362,0.0236916,0.0223196,0.139945,7.76713
GBM-4588,0.941893,2.93172,0.0291782,0.0113269,0.376133,24.1592
GBM-4589,1.0833,1.83643,0.0222399,0.0239563,0.109232,9.69224
GBM-4590,0.899475,2.13632,0.0278743,0.0196958,0.162288,5.68359
GBM-4591,1.13464,1.99035,0.0105984,0.0250387,0.2711,18.6194
GBM-4592,1.12932,0.64026,0.0159666,0.00175975,0.440616,20.1211
GBM-4593,0.836713,1.73662,0.0239203,0.0276502,0.311665,9.08094
GBM-4594,1.1573,2.0455,0.0190837,0.0143894,0.242001,20.5951
GBM-4595,0.807357,0.333556,0.0249028,0.0181087,0.0945697,7.40253e-05
GBM-4596,1.05168,0.425488,0.019368,0.012549,0.225614,8.63215
GBM-4597,1.18765,0.742408,0.0166441,0.011859,0.424758,22.685
GBM-4598,1.12524,2.30121,0.0282427,0.00856382,0.382663,28.8792
GBM-4599,1.04269,0.0570006,0.0164715,0.00849343,0.185025,4.5263
GBM-4600,0.818207,0.0942017,0.0102925,0.0238162,0.329994,0.0964715
GBM-4601,0.990129,2.24941,0.0167258,0.0296836,0.376104,19.3742
GBM-4602,1.04585,0.539687,0.012046,0.00967079,0.455768,15.2911
GBM-4603,1.19471,2.79709,0.0246501,0.00519772,0.471972,38.4295
GBM-4604,0.869519,0.0526803,0.0117456,0.0270227,0.0633917,3.36314e-23
GBM-4605,0.866714,0.462944,0.0218456,0.014181,0.35059,4.37625
GBM-4606,1.07566,1.18248,0.0108965,0.0113425,0.252965,14.2189
GBM-4607,1.0002,2.90233,0.0117598,0.0242855,0.301529,17.5696
GBM-4608,0.934857,1.1033,0.0275214,0.00449401,0.363606,13.3523
GBM-4609,1.12785,1.17364,0.0189829,0.024277,0.405994,21.7716
GBM-4610,1.19618,1.74833,0.0176221,0.006531,0.448139,30.9878
GBM-4611,0.820498,0.871117,0.0172305,0.00474765,0.406167,8.21116
GBM-4612,0.98357,0.511845,0.0282616,0.00527353,0.233678,6.42264
GBM-4613,0.864747,1.57268,0.0102685,0.0179937,0.349655,11.1657
GBM-4614,1.11019,0.731347,0.015575,0.0276426,0.180119,11.2843
GBM-4615,1.11302,1.43035,0.0208246,0.0145468,0.308607,19.5764
GBM-4616,1.07236,2.48834,0.0241428,0.0267901,0.358546,23.1827
GBM-4617,1.13458,0.550471,0.0220363,0.0211599,0.273838,14.8155
GBM-4618,0.846534,0.670389,0.0163809,0.00513564,0.119759,0.233122
GBM-4619,0.975857,0.186288,0.0219844,0.00394088,0.415741,6.2051
GBM-4620,0.805666,0.262649,0.0294461,0.015262,0.186125,0.0478522
GBM-4621,0.841537,0.784309,0.0177374,0.0030229,0.288632,4.42035
GBM-4622,1.05944,2.87091,0.0265683,0.00562575,0.378545,29.2269
GBM-4623,1.12219,1.2562,0.0222947,0.0260744,0.394394,21.5965
GBM-4624,1.08618,1.84909,0.0217498,0.0286889,0.264091,16.4998
GBM-4625,0.821469,0.168013,0.0116031,0.0053534,0.119631,4.04899e-05
GBM-4626,1.05087,2.84649,0.0272837,0.00991927,0.0983317,11.7641
GBM-4627,0.853862,0.494273,0.0168489,0.012948,0.455906,6.90601
GBM-4628,0.856954,0.170578,0.0194337,0.0171513,0.390676,1.57487
GBM-4629,1.15237,1.55007,0.0136584,0.0111064,0.126897,14.7211
GBM-4630,0.80393,0.393589,0.0204227,0.0224038,0.211855,0.30438
GBM-4631,0.84096,0.113844,0.0140379,0.00863314,0.308512,0.229228
GBM-4632,0.853488,1.29632,0.0236908,0.0017733,0.256809,6.67109
GBM-4633,0.835437,2.88859,0.0106146,0.0143438,0.453839,22.6762
GBM-4634,1.1743,0.191096,0.0214273,0.0274574,0.285945,15.2164
GBM-4635,0.920886,1.02534,0.0203899,0.00366925,0.337135,10.8496
GBM-4636,0.870407,1.03108,0.0246511,0.00163449,0.364121,10.1847
GBM-4637,0.826504,1.93688,0.0115982,0.00144781,0.100585,0.815961
GBM-4638,0.918924,2.67222,0.0141657,0.0196836,0.22695,10.2551
GBM-4639,1.15769,0.331402,0.0232909,0.000922577,0.436204,18.079
GBM-4640,0.917271,1.26061,0.0164681,0.0143335,0.0977214,1.44089
GBM-4641,0.93608,2.17586,0.0245889,0.0224811,0.350468,17.1584
GBM-4642,0.853208,2.01127,0.0181302,0.00611353,0.0516978,0.100995
GBM-4643,0.964073,2.83244,0.0298613,0.0122058,0.0903118,6.47943
GBM-4644,1.04109,0.381267,0.0179967,0.0298697,0.052727,3.6894
GBM-4645,1.14083,2.33027,0.0290009,0.0116444,0.312137,25.6413
GBM-4646,1.01217,2.54377,0.0225693,0.0183688,0.42325,26.0258
GBM-4647,0.98535,2.7851,0.0187525,0.00397993,0.359117,24.3025
GBM-4648,0.874983,1.74379,0.0280564,0.0212739,0.202578,5.78271
GBM-4649,1.04285,2.94396,0.0229805,0.00557403,0.391432,29.3251
GBM-4650,0.835285,1.78258,0.0205287,0.0246625,0.387887,13.0684
GBM-4651,1.07832,0.977524,0.0157266,0.0113322,0.353697,17.3274
GBM-4652,1.09838,0.84954,0.0164115,0.0262776,0.310079,15.1315
GBM-4653,1.06789,0.267288,0.029892,0.00626877,0.488362,13.537
GBM-4654,0.927452,0.660876,0.0290482,0.00433471,0.252279,5.70581
GBM-4655,1.16499,0.111748,0.0188894,0.00519746,0.40488,15.0783
GBM-4656,0.951573,2.20564,0.0260453,0.0205465,0.435767,22.9278
GBM-4657,1.18674,2.34187,0.029915,0.017191,0.47903,34.6068
GBM-4658,1.1229,1.51251,0.0189224,0.0280181,0.348057,20.5406
GBM-4659,0.841895,0.95359,0.0103968,0.0139468,0.253013,3.72119
GBM-4660,0.926789,1.08818,0.011217,0.0201161,0.36666,11.5068
GBM-4661,1.15538,0.705567,0.023228,0.00385229,0.130675,14.9227
GBM-4662,0.84712,2.55866,0.0136424,0.025734,0.0602356,0.0751841
GBM-4663,0.914611,2.01032,0.0119866,0.0136973,0.365321,16.4466
GBM-4664,1.15039,1.46866,0.0196885,0.0224081,0.383946,23.519
GBM-4665,1.0082,2.55897,0.0277711,0.0288754,0.473172,27.5655
GBM-4666,1.19414,1.92087,0.0160688,0.0277069,0.197143,17.8603
GBM-4667,1.05057,0.37498,0.0125379,0.0220336,0.469973,13.4511
GBM-4668,1.0079,1.40407,0.0125922,0.010823,0.243414,11.7502
GBM-4669,1.11343,2.16338,0.0238571,0.0235634,0.0622683,10.2171
GBM-4670,0.883366,2.44314,0.0119355,0.0145001,0.257925,10.6173
GBM-4671,1.10861,2.88302,0.0250506,0.0220424,0.451934,31.7858
GBM-4672,1.1215,2.42064,0.0279763,0.0120262,0.275175,23.1486
GBM-4673,0.810737,0.488992,0.0242855,0.0240028,0.125537,0.0271153
GBM-4674,0.887086,0.352847,0.0292878,0.0142133,0.401621,5.11089
GBM-4675,1.06671,1.92227,0.012414,0.0180516,0.106063,8.40375
GBM-4676,1.15583,0.663638,0.0188946,0.017722,0.253225,16.065
